stationReference,stationName,latitude,longitude,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow
5129TH,"Stansted Mountfitchet, Gypsy Lane",51.89464,0.186331,0.874,-0.19,0.7000000000000001,0.058
5141TH,"Bishops Stortford, Grange Paddocks",51.878177,0.160906,1.8,-0.002,1.15,0.059000000000000004
5151TH,Sawbridgeworth,51.812151,0.158674,1.979,0.806,1.633,0.9390000000000001
5169TH,Sheering Hall,51.792981,0.16688,1.7109999999999999,0.002,1.47,0.076
5171TH,Harlow Mill,51.795404,0.134177,2.948,0.784,2.015,-0.014
5172TH,Pishiobury Brook,51.795404,0.134177,2.87,0.84,2.078,0.016
5189TH,"Harlow, Elizabeth Way",51.773908,0.073644,2.145,0.036000000000000004,1.9,0.053
5190TH,"Roydon, Glen Faba",51.764828,0.015113,1.859,0.611,1.81,1.337
52100,Rainfall station,51.054044,-3.336105,,,,
52101,Rainfall station,50.971757,-3.122948,,,,
52102,Rainfall station,51.064754,-2.737025,,,,
52103,Rainfall station,50.902608,-2.632068,,,,
52105,Rainfall station,51.134741,-2.999693,,,,
52118,Currymoor Pumping Station,51.054966,-2.936065,5.099,1.33,4.297,1.713
52119,Gaw Bridge,50.976043,-2.793549,3.843,0.16,2.8,0.231
52120,Huish Episcopi Pumping Station,51.031669,-2.798991,4.92,0.8,3.476,1.437
52121,Sherborne Lake,50.947873,-2.503101,0.388,0,0.2,0.02
52126,Westover Pumping Station,51.034896,-2.833902,3.834,0.18,2.26,0.5640000000000001
52127,Currymoor Pumping Station,51.054966,-2.936065,5.183,0,3.2,0.62
52129,Rainfall station,50.875913,-2.981351,,,,
52147,Rainfall station,51.053779,-2.892367,,,,
52148,Rainfall station,50.853381,-2.745053,,,,
52149,Rainfall station,50.937299,-2.527224,,,,
52150,Rainfall station,51.128821,-3.323971,,,,
52152,Huish Episcopi Pumping Station,51.031606,-2.799018,3.876,0.809,2.057,0.9400000000000001
52153,Midelney,51.008129,-2.832096,3.93,0.312,3.019,0.917
52154,Midelney,51.008129,-2.832096,4.038,0.422,1.463,0.67
52201,Rainfall station,51.270102,-2.682969,,,,
52203,Rainfall station,51.408672,-2.666341,,,,
52208,Bruton Dam,51.116056,-2.430837,10.7,0.006,3.714,0.23900000000000002
52210,Rainfall station,51.116625,-2.434971,,,,
52211,Bruton Surgery,51.112337,-2.451073,2.692,0.2,0.673,0.19
52222,Rainfall station,51.133861,-2.392257,,,,
52223,Rainfall station,51.393485,-2.917648,,,,
52224,Rainfall station,51.173877,-2.508462,,,,
52225,Rainfall station,51.260327,-2.806074,,,,
52227,Rainfall station,51.183161,-2.90631,,,,
52228,Rainfall station,51.440951,-2.8222,,,,
5263TH,Tumbling Bay Weir,51.809124,-0.023037,31.111,30.131,30.733,30.29
5280TH,"Hoddesdon, Rye Bridge",51.770008,0.006126,3.222,2.713,3.4,2.81
5290TH,RIVER LEE AT FEILDES WEIR (GAUGED),51.76417,0.01362,,,,
5291TH,Feildes Weir,51.76432,0.014322,,,,
5302TH,RYE MEADS EFFLUENT AT RYE MEADS,51.769116,0.016232,,,,
5303TH,Richard White Radial Gates,51.753614,0.01247,,,,
5308TH,"Cheshunt, Rosedale Way",51.713361,-0.060582,1.57,0.734,2.4,0.767
53100,Rainfall station,51.633453,-2.15382,,,,
53101,Rainfall station,51.602099,-2.455479,,,,
53102,Rainfall station,51.549024,-2.052583,,,,
53103,Rainfall station,51.530109,-1.896872,,,,
53104,Rainfall station,51.538159,-2.480793,,,,
53106,Rainfall station,51.474338,-2.127367,,,,
53107,Rainfall station,51.416755,-2.485269,,,,
53108,Rainfall station,51.38314,-2.325412,,,,
53109,Rainfall station,51.360132,-2.138539,,,,
53110,Rainfall station,51.341928,-2.266258,,,,
531101,Rainfall station,51.633863,-2.371995,,,,
531108,Rainfall station,51.237472,-2.325815,,,,
53111,Rainfall station,51.315105,-2.495674,,,,
531115,Eastville,51.470324,-2.566101,8.494,0.005,8.7,7.482
53113,Rainfall station,51.290973,-1.963375,,,,
53114,Rainfall station,51.230621,-2.486172,,,,
53115,Rainfall station,51.210084,-2.450167,,,,
531160,"Keynsham, Rivermead",51.419019,-2.487954,,,,
531172,Rainfall station,51.277706,-2.608531,,,,
531175,Rainfall station,51.546033,-2.267448,,,,
531178,Rainfall station,51.596598,-2.146477,,,,
531179,Rainfall station,51.460233,-2.609517,,,,
531184,Rainfall station,51.236826,-2.216949,,,,
531187,Hancocks Water Reservoir,51.535097,-1.885111,,,,
53126,Saltford,51.399488,-2.447727,2.306,0.41000000000000003,1.409,0.455
53133,Netham Weir,51.451028,-2.55481,3.22,0,2.91,0.151
5313TH,Lower Nazeing,51.735268,0.019953,2.709,-0.39,2,0.099
53147,Tubbs Bottom,51.543699,-2.464859,5.89,-1.6099999999999999,0.591,0.14100000000000001
53159,Rainfall station,51.366659,-2.621201,,,,
53184,Ashton Vale,51.439017,-2.62578,3.6029999999999998,0.8300000000000001,1.16,0.914
5318TH,"Cheshunt, Windmill Lane",51.703222,-0.022505,1.971,0.34500000000000003,2.1,0.366
5321TH,David Stoker Radial Gates,51.697274,-0.013228,,,,
5322TH,"Cheshunt, Trinity Lane",51.691657,-0.027263,1.16,0.366,1.1,0.381
5327TH,Waltham Abbey,51.691132,0.015788,1.484,-0.006,2.714,0.033
5329TH,"Waltham Abbey, Sewardstone Road",51.681471,0.004958,2.52,-0.095,1.21,0.066
5339TH,"Enfield, Ordance Road",51.671889,-0.019618,1.198,0.024,1.4,0.108
5349TH,"Enfield, Albany Park",51.668821,-0.035081,1.3940000000000001,0.021,1.1,0.05
5355TH,"Enfield, The Chine",51.643461,-0.095003,2.418,0.922,2.2,0.9580000000000001
5357TH,Edmonton Green,51.626104,-0.060318,1.19,0.052000000000000005,0.8,0.07100000000000001
5362TH,New Barnet,51.650298,-0.164059,0.984,-0.002,1.1,0.041
5364TH,Arnos Park,51.616543,-0.126609,3.052,2.496,3,2.511
5369TH,"Edmonton, Silver Street",51.615727,-0.065253,1.452,0,1.7000000000000002,0.042
5376TH,Chingford,51.619051,0.008836,1.477,0.14200000000000002,1.2,0.151
5378TH,Walthamstow,51.603395,-0.012274,4.759,0.598,2.604,0.995
5380TH,"Walthamstow, Low Hall",51.574894,-0.043637,2.199,-0.192,1.35,0.014
5390TH,Lea Bridge,51.567832,-0.051025,6.484,5.065,6.1,5.7780000000000005
5420TH,High Ongar,51.713888,0.259177,2.184,0.01,1.45,0.047
5425TH,Moreton,51.739256,0.219552,4.059,-0.361,2,0.055
5427TH,Chipping Ongar,51.709101,0.239586,2.415,-0.006,1.3,0.083
5442TH,Shonks Mill Bridge,51.661693,0.209122,2.385,0.148,2,0.271
5459TH,Abridge,51.65178,0.119024,2.6029999999999998,0.799,2.1,0.8200000000000001
5470TH,Loughton,51.640481,0.081584,1.862,0.008,1.3,0.029
5480TH,Redbridge,51.576239,0.040575,2.3,0.07,1.44,0.123
5484TH,Loxford Sluices FD,51.52639,0.091773,,,,
5496TH,Horseshoe Corner Tidal Sluice FD,51.519084,0.132433,,,,
550148,Rainfall station,53.409248,-3.113909,,,,
551440,Rainfall station,53.276556,-2.854006,,,,
551706,Rainfall station,53.055708,-2.6691,,,,
5518TH,Collier Row,51.597866,0.154258,1.346,0.258,1.502,0.266
5522TH,Romford,51.583879,0.172001,1.152,0.277,0.7000000000000001,0.293
552376,Rainfall station,52.965913,-2.459268,,,,
5541TH,Hornchurch_Bretons Farm,51.546517,0.183966,1.163,0.029,3.09,0.084
554472,Rainfall station,53.169907,-2.103919,,,,
5544TH,Beam Auto Sluice FD,51.528524,0.165429,,,,
5546TH,Harold Park,51.599864,0.249585,2.757,-0.368,2.2,-0.23500000000000001
5550TH,Gaynes Park,51.553141,0.236647,1.751,0.046,1.15,0.095
555207,Rainfall station,53.114913,-2.221812,,,,
5563TH,Havering Tidal Sluice FD,51.510944,0.165849,,,,
558016,Rainfall station,53.24456,-1.997705,,,,
558491,Rainfall station,53.38925,-1.919511,,,,
558844,Rainfall station,53.49079,-1.883147,,,,
559100R,Rainfall station,53.45937,-1.93444,,,,
559586,Rainfall station,53.534889,-2.012778,,,,
559969,Rainfall station,53.459311,-2.134747,,,,
560557,Rainfall station,53.431001,-2.352893,,,,
560631,Rainfall station,53.718989,-2.194675,,,,
560943,Rainfall station,53.697953,-2.353609,,,,
561299,Rainfall station,53.65712,-2.049131,,,,
561613,Rainfall station,53.663285,-2.180798,,,,
562417,Rainfall station,53.60958,-2.440532,,,,
562656,Rainfall station,53.539768,-2.35078,,,,
562992_,Rainfall station,53.535499,-2.263235,,,,
563170,Rainfall station,53.53478,-2.162144,,,,
564154,Rainfall station,53.497891,-2.499671,,,,
564160,Rainfall station,53.381621,-2.570469,,,,
564595,Rainfall station,53.240041,-2.077118,,,,
564769,Rainfall station,53.300189,-2.155251,,,,
567866,Rainfall station,53.460365,-2.916431,,,,
568363,Rainfall station,53.571911,-3.017001,,,,
569323,Rainfall station,53.678587,-2.942358,,,,
569709,Rainfall station,53.604601,-2.556847,,,,
569848,Rainfall station,53.58714,-2.633659,,,,
570099,Rainfall station,53.511139,-2.721493,,,,
570231,Rainfall station,53.596101,-2.789423,,,,
570788,Rainfall station,53.653543,-2.654324,,,,
571479,Rainfall station,54.217501,-2.3335,,,,
571894,Rainfall station,54.103514,-2.27294,,,,
573342,Rainfall station,53.986218,-2.429249,,,,
573674,Rainfall station,53.971437,-2.529714,,,,
574656,Rainfall station,53.833251,-2.102519,,,,
574718,Rainfall station,53.851109,-2.196809,,,,
575335,Rainfall station,53.862447,-2.348914,,,,
575384,Rainfall station,53.790306,-2.422692,,,,
575935,Rainfall station,53.694788,-2.486856,,,,
576578,Rainfall station,53.811772,-2.647675,,,,
576635,Rainfall station,53.774607,-2.703245,,,,
576925,Rainfall station,53.748659,-2.825643,,,,
577271,Rainfall station,53.783353,-2.991754,,,,
577417,Rainfall station,53.908061,-3.019063,,,,
577794,Rainfall station,53.986056,-2.662577,,,,
578009,Rainfall station,53.927308,-2.719516,,,,
579167,Rainfall station,53.897316,-2.901619,,,,
579623,Rainfall station,54.01325,-2.77441,,,,
581159,Rainfall station,54.31472,-2.538727,,,,
582191,Rainfall station,54.144383,-2.433946,,,,
582837,Rainfall station,54.090487,-2.425739,,,,
582970,Rainfall station,54.122231,-2.572947,,,,
583948,Rainfall station,54.064769,-2.863989,,,,
584772,Rainfall station,54.3319,-2.69427,,,,
585022,Rainfall station,54.440718,-2.825629,,,,
585122,Rainfall station,54.406987,-2.892739,,,,
585512,Rainfall station,54.37577,-2.72272,,,,
586056,Rainfall station,54.264682,-2.808288,,,,
586493,Rainfall station,54.246782,-2.923038,,,,
586820,Rainfall station,54.444792,-3.103284,,,,
586898,Rainfall station,54.420708,-2.977801,,,,
587552,Rainfall station,54.313112,-2.946042,,,,
588006,Rainfall station,54.378286,-3.103039,,,,
588705,Rainfall station,54.190769,-3.163942,,,,
588886,Rainfall station,54.136092,-3.238939,,,,
589359,Rainfall station,54.342135,-3.21744,,,,
591419,Rainfall station,54.427181,-3.488178,,,,
591642,Rainfall station,54.525099,-3.417569,,,,
591878,Rainfall station,54.529816,-3.545999,,,,
592158,Rainfall station,54.498215,-3.557159,,,,
592448,Rainfall station,54.498872,-3.181948,,,,
592464,Rainfall station,54.511299,-3.197753,,,,
592848,Rainfall station,54.532336,-3.062374,,,,
592860,Rainfall station,54.56648,-3.063261,,,,
593362,Rainfall station,54.614148,-3.157414,,,,
593893,Rainfall station,54.703741,-3.274806,,,,
594202,Rainfall station,54.58826,-3.316076,,,,
595273,Rainfall station,54.760082,-3.214413,,,,
596026,Rainfall station,54.849851,-3.310562,,,,
596791,Rainfall station,54.843273,-3.064299,,,,
597519,Rainfall station,54.362171,-2.342366,,,,
598147,Rainfall station,54.504409,-2.241634,,,,
598691,Rainfall station,54.569482,-2.432265,,,,
598928,Rainfall station,54.524262,-2.505948,,,,
600140,Rainfall station,54.500172,-2.930285,,,,
600683,Rainfall station,54.592579,-2.950962,,,,
600735,Rainfall station,54.630789,-2.88989,,,,
600986,Rainfall station,54.497275,-2.692439,,,,
601304,Rainfall station,54.536396,-2.762648,,,,
602253,Rainfall station,54.779014,-2.608625,,,,
603111,Rainfall station,55.093207,-2.481773,,,,
603315,Rainfall station,55.026371,-2.560748,,,,
604040,Rainfall station,54.876682,-2.663085,,,,
604742,Rainfall station,54.670137,-2.788412,,,,
605382,Rainfall station,54.680261,-2.999541,,,,
605936,Rainfall station,54.716254,-2.87779,,,,
606299,Rainfall station,54.899013,-2.953493,,,,
613467,Rainfall station,55.005582,-2.999799,,,,
613905,Rainfall station,55.089491,-2.693238,,,,
6303,High Bridge LVL,52.423104,-1.431916,,,,
720535,Catterall,53.866048,-2.811986,9.969,4.603,8.8,6
720763,Fleetwood,53.926518,-3.00474,6.26,,,
920359,Rainfall station,55.553328,-1.997587,,,,
921083,Rainfall station,55.502931,-2.138485,,,,
924203,Rainfall station,55.765373,-2.031043,,,,
Coldw1,Rainfall station,53.823309,-2.154144,,,,
E10000,Rainfall station,50.950807,-0.528647,,,,
E10018,PALLINGHAM GS,50.996436,-0.510104,,,,
E10120,Rainfall station,51.120939,-0.616127,,,,
E1013,Brigsley,53.496174,-0.11262,1.245,0,0.61,0.066
E10130,Rainfall station,51.185738,-0.408138,,,,
E10140,Rainfall station,51.023941,-0.551999,,,,
E10170,Cowbridge,53.007414,-0.020733,1.903,0,1.62,0.309
E10360,Rainfall station,51.037622,-0.899591,,,,
E10368,Princes Marsh,51.037463,-0.89988,1.955,0.44,0.9,0.08
E10370,Rainfall station,50.999633,-0.78648,,,,
E10380,Lodsbridge,50.983264,-0.669759,4.594,0,1.842,0.466
E10389,Iping Mill,50.999232,-0.786847,3.107,0.17300000000000001,1.1,0.28
E1039,Rainfall station,53.102452,0.317508,,,,
E10440,Halfway Bridge,50.992202,-0.674476,2.9290000000000003,-0.065,1.5,0.024
E10450,Rainfall station,50.933357,-0.647317,,,,
E10500,Rainfall station,51.000801,-0.904738,,,,
E10510,Rainfall station,51.053802,-0.642384,,,,
E10824,Westbourne,50.861097,-0.928616,1.037,0,0.8,0.058
E10893,Graylingwell,50.851113,-0.764553,0.922,0,0.613,0.001
E11040,Rainfall station,50.889075,-0.881768,,,,
E11060,Rainfall station,50.853543,-0.666675,,,,
E11080,Rainfall station,50.828064,-0.805132,,,,
E11090,Bosham Moreton Road,50.831317,-0.857887,5.001,3.99,4.75,4.02
E1110,Edenbridge,51.194078,0.065165,4.235,0,2.63,0.251
E11120,Rainfall station,50.78281,-0.694221,,,,
E11191,Rainfall station,50.923464,-0.81265,,,,
E11301,North Fareham weir,50.863667,-1.166426,2.215,0.012,1.3900000000000001,0.076
E11321,Crosslands Drive,50.860206,-0.976619,1.43,0.01,1.43,0.03
E11350,Browndown,50.791953,-1.170468,1.72,0.124,1.6,0.13
E1140,Penshurst,51.172608,0.173074,2.9779999999999998,0.002,2.07,0.085
E1141,PENSHURST GS,51.172777,0.173655,,,,
E11461,Rainfall station,50.902688,-1.10472,,,,
E1147,Goulceby,53.296901,-0.131922,1.185,0,0.35000000000000003,0.019
E11470,Rainfall station,50.852298,-0.990615,,,,
E11480,Rainfall station,51.253545,-1.255547,,,,
E1162,Lingfield Eden Brook,51.171954,-0.007351,2.904,0,1.494,0.069
E1163,Heighington Beck,53.212345,-0.44111,0.74,0,0.19,0.02
E11690,Mislingford,50.923515,-1.162981,0.88,0.05,0.65,0.08
E11723,East Meon,50.99496,-1.033579,0.718,0.10200000000000001,0.648,0.10400000000000001
E1179,Rainfall station,52.456899,-1.052938,,,,
E11820,Rainfall station,50.828711,-1.195588,,,,
E1187,Kirkby On Bain,53.144196,-0.140051,2.073,-1.15,1.1,0.003
E1191,Kirkstead Bridge,53.143044,-0.241774,3.07,0,2.9,0.163
E12020,Frogmill,50.931347,-1.257371,1.631,0.01,0.92,0.03
E1203,Langrick Bridge,53.009861,-0.11602,3.357,0,1.439,0.517
E12160,Rainfall station,50.942234,-1.227791,,,,
E12401,Stoneham Lane,50.953881,-1.370394,1.006,0.017,0.75,0.059000000000000004
E12412,Riverside Park,50.935796,-1.368504,2.194,0.73,2.05,1.4
E12430,Allbrook weir,50.987637,-1.34415,0.659,0.065,0.529,0.164
E12442,Highbridge weir,50.990287,-1.335564,0.993,0,0.75,0.259
E12450,City Mill,51.061255,-1.307865,1.275,-0.302,0.78,0.389
E12470,Wharf Mill,51.0582,-1.308338,1.148,0.002,0.81,0.319
E12483,Bishopstoke,50.969991,-1.33715,1.728,0,1.7000000000000002,0.45
E12520,Chandler's Ford,50.983422,-1.382474,1.118,0,1.04,0.028
E1253,Tallington,52.656869,-0.382584,1.76,0,1.367,0.137
E12551,Borough Bridge weir,51.087739,-1.189248,0.716,0.083,0.5,0.126
E12560,Rainfall station,51.006173,-1.114132,,,,
E12570,Rainfall station,51.008538,-1.335019,,,,
E12580,Rainfall station,51.089429,-1.328148,,,,
E12781,Sewards Bridge,51.086429,-1.181847,0.765,0.08700000000000001,0.6000000000000001,0.125
E12791,Drove Lane 1.5,51.089282,-1.180897,0.71,0.13,0.65,0.2
E12801,Drove Lane,51.090021,-1.181212,0.732,0.13,0.55,0.17300000000000001
E12810,West Meon,51.01114,-1.07498,0.927,0.001,0.512,0.05
E12821,Rainfall station,51.085476,-1.13689,,,,
E1290,Rainfall station,51.236919,-0.046806,,,,
E1299,North Witham,52.784469,-0.626388,1.81,0,0.84,0.079
E1300,Rainfall station,51.141861,-0.009362,,,,
E1310,Weldon Flood Storage Reservoir,52.493886,-0.649292,,,,
E1320,Rainfall station,51.202399,0.077705,,,,
E13261,Rainfall station,50.788809,-1.033124,,,,
E13271,Romsey Botley Road,50.989153,-1.48518,1.319,0.01,0.76,0.065
E13281,Millbrook,50.919652,-1.447963,0.7030000000000001,0,0.5,0.026000000000000002
E13291,Ower,50.955026,-1.534134,3.26,0.02,2.07,0.04
E13301,Bossington,51.080218,-1.523543,0.8300000000000001,0.05,0.63,0.1
E13363,Longbridge,50.957997,-1.495975,1.77,0.81,1.55,0.9
E13404,Conagar Bridge,50.941207,-1.495758,1.07,0.38,0.882,0.015
E13480,Fishlake,50.997377,-1.496618,1.039,0,0.769,0.01
E13533,Stockbridge Side,51.115199,-1.495968,0.753,0.433,35.376,34.69
E13560,Rainfall station,50.993139,-1.491976,,,,
E13580,Rainfall station,51.103128,-1.562184,,,,
E13590,Rainfall station,50.953747,-1.533691,,,,
E13600,Rainfall station,50.880106,-1.558591,,,,
E1363,Bedford Road Sluice,52.229163,-0.868182,1.5670000000000002,0,1.041,0.935
E13810,Wherwell,51.166603,-1.441818,0.621,0.232,0.5,0.30000000000000004
E13823,Chilbolton Side,51.152223,-1.450813,1.007,0.591,1,0.4
E13840,Hurstbourne Priors,51.213634,-1.369723,0.88,0.07200000000000001,0.88,0.15
E13851,Bransbury,51.177844,-1.39845,0.99,0.27,0.84,0.32
E13951,Fullerton Main,51.15131,-1.459531,0.68,0.137,0.58,0.16
E13961,Fullerton Side,51.152158,-1.460093,0.35000000000000003,0.01,0.34,0.1
E13980,Rainfall station,51.218761,-1.473747,,,,
E140,Maidstone,51.271553,0.518493,3.577,3.688,0.75,0.234
E1406,Stamp End Sluice,53.228743,-0.528903,1.3519999999999999,0,0.988,0.846
E14080,Rainfall station,51.252655,-1.256994,,,,
E14250,New Valley Road,50.727478,-1.599044,0.79,0.01,0.75,0.02
E14261,Chewton Glen,50.745533,-1.683293,1.23,0.06,1.23,0.075
E14270,Brockenhurst,50.815958,-1.550253,2.1310000000000002,0.027,1.32,0.131
E1435,Barton on Humber,53.689056,-0.441274,0.97,0,1.2,0.269
E14420,Rainfall station,50.824355,-1.559116,,,,
E14430,Rainfall station,50.760875,-1.670302,,,,
E14440,Rainfall station,50.744376,-1.57404,,,,
E14530,Meerut Road,50.824241,-1.576864,1.014,0,0.37,0.028
E1457,Rainfall station,53.275431,-0.63753,,,,
E14670,Gurnard,50.755479,-1.333222,1.949,0,0.75,0.065
E14722,Burnt House,50.664649,-1.176646,1.57,0.014,1.57,0.04
E14741,Atherfield,50.61912,-1.353938,1.52,0.06,1.52,0.1
E14811,Carisbrook Mill,50.695451,-1.305261,0.81,0.006,0.38,0.025
E14821,Budbridge,50.649055,-1.249848,1.34,0.02,0.6900000000000001,0.05
E14850,Rainfall station,50.626578,-1.225903,,,,
E14880,Rainfall station,50.671665,-1.399223,,,,
E14893,Rainfall station,50.754772,-1.304596,,,,
E14900,Rainfall station,50.677559,-1.505295,,,,
E14910,Rainfall station,50.722216,-1.142162,,,,
E14920,Rainfall station,50.691845,-1.308358,,,,
E14930,Rainfall station,50.623497,-1.307947,,,,
E14940,Rainfall station,50.681247,-1.198111,,,,
E1502,Market Rasen,53.38885,-0.330909,1.392,0,0.898,0.063
E15060,Monkton Mead,50.729406,-1.152672,2.65,0.177,1.9,0.02
E1521,Duston Mill,52.227978,-0.934098,1.329,0,0.9490000000000001,0.46
E15230,Westerham,51.266809,0.065457,103.274,102.723,0.8130000000000001,0.03
E15240,Otford,51.304292,0.18632,1.102,0.033,0.8,0.07200000000000001
E15250,Hawley,51.423959,0.230865,0.637,0,0.4,0.018000000000000002
E15260,Crayford,51.450401,0.173287,1.32,0.033,0.9,0.076
E15280,Lamorbey Park,51.440152,0.113674,2.326,0,1,0.278
E1530,Summerford Bridge,51.107299,0.139866,3.7560000000000002,38.981,2.7,0.019
E1533,Fotheringhay,52.526819,-0.428685,1.944,0,0.501,0.117
E15350,Hall Place,51.445998,0.158543,1.348,0,0.75,0.03
E1541,Chafford,51.144544,0.168468,3.531,-0.003,2.5,0.147
E1550,Town Lock,51.194615,0.278452,3.457,0,1.6600000000000001,0.882
E15500,Rainfall station,51.435174,0.135731,,,,
E15510,Rainfall station,51.307175,0.102521,,,,
E15520,Rainfall station,51.395266,0.296316,,,,
E1560,Forest Row,51.095381,0.052195,2.262,0,1.82,0.04
E15720,Rainfall station,51.291987,0.195058,,,,
E1594,Bracebridge,53.202079,-0.553771,2.091,0,1.8399999999999999,0.297
E160,Rainfall station,51.384733,0.626364,,,,
E1606,Rainfall station,52.930882,-0.4014,,,,
E1608,Brayford Pool,53.229862,-0.546842,1.318,0,0.788,0.23
E16120,LUCIFER BRIDGE GS,51.195997,0.254903,,,,
E1613,Rainfall station,53.397417,-0.269659,,,,
E1633,Brigstock,52.45855,-0.611724,3.04,0.026000000000000002,0.99,0.048
E1645,Rainfall station,53.664551,-0.343494,,,,
E1660,Geldharts Mill,52.271031,-0.922807,1.863,0,1.3900000000000001,0.137
E1662,Donington Bridge,52.90501,-0.255888,3.3529999999999998,0,2.59,0.081
E1672,Fosdyke Jetty,53.23087,-0.555797,2.3609999999999998,0,1.9,1.272
E1675,Wainfleet,53.10346,0.23181,2.12,0.12,1.6,0
E1681,Rainfall station,51.067661,0.215829,,,,
E1691,Rainfall station,51.100206,0.007416,,,,
E1696,River Freshney Grimsby,53.574576,-0.108253,1.11,0.016,0.78,0.189
E1700,Rainfall station,51.046446,0.196269,,,,
E1716,Rainfall station,52.434206,-0.92251,,,,
E1727,Horseshoe Bridge,53.113634,-0.600069,3.406,0,1.99,0.215
E1742,Laceby,53.546656,-0.159656,1.443,0,0.545,0.02
E1780,North Hykeham,53.176218,-0.5711,2.431,0,2.11,0.159
E1782,Litte Bowden Flood Storage Reservoir,52.470494,-0.909111,2.39,0,1.3900000000000001,0.04
E1788,Partney,53.187011,0.096794,1.18,0,0.6000000000000001,0.017
E1815,Rainfall station,53.041102,-0.374951,,,,
E1835,Squires Bridge,53.329892,-0.644055,4.344,0,2.87,0.836
E1839,Horncastle Banks Road,53.208433,-0.108817,1.968,0,0.7000000000000001,0.032
E1880,Yalding Hamstead Lock,51.227207,0.414329,5.754,0.88,3.42,1.517
E1890,Lamberhurst,51.1015,0.392574,3.36,0,2.19,0.014
E1901,,,,,,,
E19017,Rainfall station,52.058925,0.296651,,,,
E19023,Biggleswade,52.085111,-0.267906,1.1360000000000001,0.083,0.47600000000000003,0.13
E19027,Alconbury Weston,52.377001,-0.269421,4.038,0.095,2.2,0.188
E19031,Comberton,52.175048,0.01962,2.531,0.02,0.838,0.088
E19035,Bin Brook,52.197227,0.087527,2.12,0.007,1,0.057
E1908,Rainfall station,53.316679,-0.344986,,,,
E1928,Rainfall station,53.135319,-0.008131,,,,
E1946,Kislingbury,52.231962,-0.97793,2.16,0,1.8900000000000001,0.043000000000000003
E1965,Rainfall station,52.5771,-0.125035,,,,
E1966,Rainfall station,52.5771,-0.125035,,,,
E1971,Rainfall station,52.452473,-0.605675,,,,
E1976,Rainfall station,52.615107,-0.675844,,,,
E1980,Rainfall station,52.24053,-1.091234,,,,
E2040,Rainfall station,51.138337,0.459382,,,,
E2043,Surfleet Sluice,52.845991,-0.100848,1.77,0.15,0.895,0.15
E2050,Rainfall station,51.098285,0.395836,,,,
E2062,Islip Sluice,52.401841,-0.5448,3.24,0.46900000000000003,1.845,0.675
E2097,Market Harborough,52.476009,-0.922226,2.03,0,0.96,0.017
E21018,Rainfall station,51.587908,0.506691,,,,
E21034,Castle Mill,52.145596,-0.405558,0.913,0.123,0.264,0.192
E2105,Wansford,52.584341,-0.404444,2.941,0,1.38,0.177
E21096,Rainfall station,52.583985,0.346152,,,,
E21136,Hemingford,52.323618,-0.101287,1.212,0.024,0.32,0.14100000000000001
E21163,Houghton,52.330674,-0.120798,0.964,0.008,0.452,0.256
E21179,Rainfall station,51.636308,0.385069,,,,
E2119,Cogenhoe,52.246264,-0.779863,1.237,0,0.605,0.273
E21234,Rainfall station,52.633846,1.556421,,,,
E2125,Lilford,52.442977,-0.492641,2.32,0.03,1.3,0.28600000000000003
E21270,Turvey,52.160107,-0.63018,1.756,0.039,0.717,0.215
E21288,Rainfall station,52.447056,1.60611,,,,
E21324,Covington,52.314257,-0.444982,2.4130000000000003,0.05,0.7000000000000001,0.105
E21325,Olney,52.147499,-0.708027,1.169,0.015,0.372,0.075
E21326,Rainfall station,52.428551,-0.353448,,,,
E21335,Rainfall station,52.132397,-0.953181,,,,
E2141,Tixover,52.587333,-0.568186,2.92,0,2.35,0.154
E21493,Passenham,52.049192,-0.852318,3.27,2.028,2.362,2.07
E21589,Rainfall station,52.080162,1.29614,,,,
E21602,Rainfall station,51.733425,0.429285,,,,
E21609,Bedford,52.133733,-0.460042,1.417,0.154,0.524,0.252
E21637,Rainfall station,52.269301,0.00265,,,,
E21732,Cambridge Byron's Pool,52.171412,0.099158,1.63,0.06,0.645,0.47900000000000004
E21747,Earith,52.354128,0.03732,3.145,0.088,2.55,0.584
E21788,Hamerton,52.428112,-0.3542,3.6,0.983,2.2,1.015
E21836,Corpusty,52.830878,1.126258,0.704,0.107,0.8200000000000001,0.025
E21838,Little Ouse,52.453082,0.545246,2.6,1.385,2.105,1.6400000000000001
E21852,Boxford,52.028438,0.858403,2.231,1.13,1.77,0.065
E21856,Bures Bridge,51.972195,0.774544,2.045,0.081,1.43,-0.002
E21862,Hail Weston,52.253951,-0.309376,3.445,1.075,1.299,0.096
E21870,Rainfall station,52.684352,0.927128,,,,
E21968,Webbs Hole Sluice,52.320879,-0.002271,3.1,0.092,1.215,0.215
E22006,Low Street,52.612011,1.01713,1.883,0.081,1.3,0.168
E22008,Stone Road Farm,52.669401,0.995655,1.738,-0.035,1.82,0
E22022,Shalford,51.938949,0.502982,2.642,0.306,2.45,0.325
E22078,Wendling Beck,52.681119,0.893649,1.682,0.08700000000000001,1.8,0
E22088,Haversham,52.073044,-0.805148,2.956,0.024,1.432,0.132
E22137,Wimpole,52.118971,-0.054461,1.662,0.043000000000000003,0.34400000000000003,0.063
E22176,Sicklesmere,52.212963,0.746693,1.786,0.202,1.3,0.229
